,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO
2020-01-15,1122.3026946360685,2433.6388381609754,2349.366180327909,1945.239928405026,571.2402701815377,603.8510072062938,294.23482204190805,2552.642566975322,1764.2872732596381,2387.9288430121346,168.91777634085688,2990.1588496209574,2385.4062967382415,742.2928804536739,668.9412782037078,683.0967800879547,985.030921960456,1486.37626072216,1317.5185892568522,946.6816330038406
2020-01-16,1114.2202683640298,2408.268423492115,2308.4839270885514,1958.316219907178,601.0922467415263,596.8041395769575,292.9769528653255,2466.6580069947595,1768.1677512272593,2299.993557514011,164.08802945378193,3014.0745997654312,2412.493762383832,725.7029033134907,680.9889781851441,661.6140118204278,1000.6168216461336,1490.1018020493493,1313.6596894704155,978.29666531584
2020-01-17,1099.6925742413634,2428.3439419920346,2337.212003904929,1885.2847608441714,586.9698817635841,585.0725467915909,300.6563606553798,2487.2150369485807,1730.5802882869314,2266.1705680786117,164.53381192793682,2938.3844262756334,2420.4691495531442,733.1561644215013,680.084765486513,660.966525050718,941.7763393384464,1446.5259261217977,1297.4724482654774,997.4942393179492
2020-01-20,1113.6955379820404,2357.7319949875387,2294.05080311984,1962.2147523177935,595.4682628027481,588.334177593788,300.46357203138774,2484.0212887997727,1707.7628578307917,2345.6814678823207,159.9220479354171,2889.6701900143125,2389.894898446151,736.0471263013235,666.0994153720249,649.6487547601073,967.2524186924492,1441.0563867867177,1259.335315890712,1024.4340102995088
2020-01-21,1137.2167771083386,2367.5571319742658,2316.4502038494034,2013.8462917183417,590.8855242394267,567.5297821240126,301.4646913347727,2565.2633403386585,1684.5114765421251,2276.9023377373255,161.14811932960174,2956.900184292196,2434.4717826351766,738.6786983617835,664.9859081460993,653.6292376225956,964.699940051684,1410.1804397536414,1225.5127988223062,1024.8076297085074
2020-01-22,1158.9667330098207,2368.015971688273,2254.2702959420267,1998.855408574031,600.4384734482566,564.5456415535341,304.480897451946,2518.3413304205133,1676.573777746415,2278.0189890204083,154.36813732669128,2976.6768898817327,2395.5580931013983,751.928297951932,673.272859763534,653.1767974854847,967.9177268157898,1392.7943443327383,1210.8767211717238,1014.3114184737412
2020-01-23,1140.093712552847,2396.6354101404895,2293.6377097579675,1955.7892796299643,583.0799226577226,567.5946245733381,311.76201997081597,2428.52240381839,1627.5382047446685,2280.71360726268,148.72880118119338,2944.57027757294,2434.7800528386642,753.045624681647,668.1286265505607,678.9357645770202,962.196989949299,1397.485243456124,1194.5564549282485,993.9812813807406
2020-01-24,1133.6131376980934,2403.56553875154,2238.2452895546676,1970.362319835537,568.6455485560749,564.8139569749981,301.5971769852456,2459.7565287123675,1631.190562970743,2258.4550172984577,151.23800096787448,2895.4857108485285,2393.5099818219596,760.6548383844316,676.5771800834067,691.721858872819,989.5369992023263,1353.3527261346746,1171.282389666628,972.6717522187862
2020-01-27,1141.6904358245029,2357.9906220582684,2264.0880668780956,1974.7640185983057,560.1059160417459,547.6611112611349,305.2737916520212,2478.033848890136,1672.697957134692,2239.55077315846,149.65956487203803,2867.0871461458896,2363.8540244568594,771.9256836858552,692.6758034472554,696.0037829506847,969.0391039393681,1331.7692571772518,1180.7017191312484,988.8581883186963
2020-01-28,1164.536691869431,2415.5997049602383,2293.5497815342887,1989.7986454507122,561.2705335824324,565.3963272376193,303.7893115133144,2429.2942426302875,1678.0670289469317,2243.9066606338133,146.77754646537144,2843.033458782216,2400.8853288710798,764.5249974850751,696.3501801833427,692.6359642007831,998.0998177651226,1347.5897273289163,1193.4359553718996,999.5024764037418
2020-01-29,1153.9586405799776,2409.14862501609,2262.734939386288,1998.4175536423568,554.35476835843,566.8498272406747,304.95366239884726,2356.1846831703797,1730.6348663436017,2219.7998174956333,150.58156728255875,2796.35295137845,2443.56477948074,769.4819246763426,696.3091265621271,716.1997369650712,1006.5092263536238,1310.1758433408368,1183.0857054848195,998.6714210925749
2020-01-30,1150.2507642938185,2409.037585452257,2290.2057438358543,2019.6503800072226,561.938944105724,583.3582187684624,311.57085295463304,2429.8105880878556,1777.6734592191278,2157.7760135547514,151.6435474519634,2700.339383528777,2473.985838229743,766.0071350250525,708.2068760092866,716.1287666400196,1019.546826531638,1357.4173028597622,1229.4662680679862,1009.321066472455
2020-01-31,1125.3746366876571,2365.2765524308707,2303.2801740562545,2079.121235312492,573.7609551276108,580.6160122034368,304.28516330976186,2499.7459013783277,1806.2134749846784,2168.134716934158,154.36430624466576,2763.2580087208235,2423.285253206085,764.3574347934998,696.4350495963255,721.2372563247893,1013.3438105884693,1390.793695498266,1187.1301044905144,1012.7013182330372
2020-02-03,1099.0137121064379,2345.489488410045,2279.6097388568746,2103.7839046827894,580.9281192599346,570.6873392595278,298.27465230663205,2376.6355775803877,1809.8145532293975,2215.7628513205436,153.9282515545385,2818.281863112737,2402.845963314346,759.8162130537328,683.4853993135631,722.207314728504,987.3369659521376,1377.7333893198277,1189.10463185205,1032.696451584842
2020-02-04,1117.4227593675269,2305.1563238529143,2234.7673221265063,2060.6708297537602,600.026568499353,574.0450457923545,286.8779956668359,2356.0433122932245,1811.5338911080103,2255.406062413434,162.25462687366374,2747.92314910556,2411.5874564347623,767.3548117339541,680.1831767210075,716.7307602463097,1006.205187955718,1356.7309545893372,1184.5008895057338,1052.8895244359453
2020-02-05,1148.2913402490165,2298.3355479404822,2148.1644705612534,2117.8570356544496,605.3167222948574,571.854637698961,283.87060233435506,2435.6395051702734,1840.1126415266967,2220.0081198025973,160.37405076939882,2756.788569971392,2371.8309438683555,768.9914983461766,673.831905706578,717.6124282769148,1012.9751045204847,1362.8888824230723,1172.0470262596505,1030.9710157028019
2020-02-06,1147.2117139387215,2378.166324666899,2164.2606689713193,2188.407706093893,590.8872220945148,558.6703979807015,291.56595025480067,2413.666989469735,1826.6183370502033,2165.5634012252563,166.04967415078417,2708.421364963666,2438.050697287606,775.4440142576043,663.34247257655,689.8125985727717,1041.0674053727034,1324.1157225076975,1156.2791764927513,1037.1289228435478
2020-02-07,1170.8106137113828,2314.103225851405,2097.6099774506806,2327.461614903968,607.2947009206334,575.3722323157435,291.00855086601166,2391.1903318864674,1758.7587077285684,2154.337645392547,165.92890276860928,2695.6068905309285,2322.1483542053206,775.5600615806713,687.9586934964206,668.8049573827002,1037.5532548571973,1271.7564071558509,1156.6963647273499,1003.0308878050055
2020-02-10,1179.8641649467618,2240.5813247456135,2102.658681320209,2276.327560972644,600.2481847688417,568.4991782868987,283.3542990641654,2378.863299642849,1776.9444153702598,2222.9658596088357,160.52124533105098,2678.3675906095496,2287.142454703041,751.065997787175,718.1875050569046,673.8160526518125,1029.372533850329,1260.7090376185172,1152.0573685495556,1006.2008814293777
2020-02-11,1165.2310234180784,2307.6271506340277,2092.631177088396,2288.5233051651003,611.4778498975509,547.8596293243365,280.74359300890893,2326.7235178211145,1737.6359658706763,2252.7801923097627,162.15165559319695,2656.7888284542023,2264.9770022862294,751.9127258008072,713.4660679729614,695.286523182959,1058.4644182244194,1257.959462309108,1143.6041124213978,1018.8650118478379
2020-02-12,1174.2358263550948,2299.1201441960206,2122.1013995884664,2194.368938699642,631.0296611234861,562.6865303790433,272.5298119946471,2248.5560432458974,1705.0677598065997,2285.624136005273,163.25351683016774,2764.5453716076054,2137.2801508572593,753.244182104783,715.1315681756593,700.4764352605371,1099.4670893241607,1260.9641544477647,1114.471492168483,992.6043908378134
2020-02-13,1210.9432970400428,2269.5041320404102,2110.343026744124,2219.7423897135204,637.1088495670551,557.29263962834,266.5331417653688,2297.014553594617,1705.927930616653,2327.4445186051357,159.9025039186863,2741.581637621979,2078.6661348106377,757.2754837610975,712.802487350092,690.7346453271529,1100.2223611246675,1246.091318900833,1078.961938072753,984.8330382364572
2020-02-14,1210.6811026501691,2317.840243805902,2097.493241485619,2196.51499211049,618.3630835873398,550.7965703172555,268.7390708508589,2213.4980029712633,1703.5353708716623,2348.1944574553627,157.03315173912722,2698.634003217638,2105.700830561512,748.6617902555489,728.9474528556582,671.1474311283234,1084.2084596943014,1278.4634437671002,1073.2754531369308,985.5130925759908
2020-02-17,1249.1721333310043,2290.9247625222783,2129.243865224082,2282.1108001034427,607.3164949957253,531.6245800380789,262.5641278461226,2225.5514492814395,1656.2767237230237,2355.032801144649,157.0341013403135,2658.824756701986,2108.0290465496323,731.1360711851747,748.346866714798,682.013673954255,1102.3262501213267,1240.8730475550224,1065.180893288337,990.6163733749746
2020-02-18,1184.346467788485,2375.735242290957,2144.576892215123,2247.89671172347,623.6866439112965,550.4009380617578,268.5381670291933,2266.12679050628,1662.58685859781,2387.405406865827,158.21106506824773,2715.658569323458,2175.407389645707,740.6350881884504,722.1208442466547,674.6179838153752,1097.277142483175,1213.244707992361,1061.5158857581732,985.5918937597136
2020-02-19,1204.4069875808452,2409.1345575961327,2159.2095958634372,2173.0784801484187,621.8888960288955,536.4815120345359,268.29046586194465,2201.4865980009895,1695.5439741014636,2362.520711364121,150.47244521259458,2627.2854815188957,2243.7250339216057,736.9525534099921,729.3566510850563,683.6340564309343,1110.9769290674603,1225.6595003165871,1059.7405684210657,962.9767357033815
2020-02-20,1207.1059930193253,2386.830240186747,2180.5541423202144,2153.683157520595,623.189558432876,537.3768941062851,268.88389595480743,2161.8920512746136,1658.1286910846677,2296.868008523575,153.7169966365428,2588.526561935162,2264.279636449022,739.8450044506515,710.6585526714833,689.3063754485407,1105.7714250160684,1197.7966469822636,1049.1961001295117,962.4180704910596
2020-02-21,1200.4908747217514,2491.006224923347,2114.6764563095603,2069.6685042841905,632.9589822688341,547.4540040418394,267.5213377416066,2215.428246183362,1701.1565778263562,2331.2290131158215,152.2736002673072,2664.7236122569934,2279.5969560386316,736.0501902717241,736.0045048861833,696.244938831479,1140.91315092184,1169.6407490468312,1045.2635573654043,931.096298212773
2020-02-24,1203.2942796568775,2462.074935161203,2147.7410586171163,2101.7938762279086,642.0903379622262,552.3451435147562,271.7901641632359,2240.147627689418,1648.9252588812178,2390.103647277612,148.29393738551605,2679.05908918756,2283.7426816051448,736.3289792065789,742.8529978086689,697.0609616745149,1125.5224719924179,1173.1111852524687,1027.9429484312802,927.2296147517666
2020-02-25,1156.0633206894443,2499.8478609272483,2175.1234166669196,2016.0371951555505,645.991676446375,551.9623206961415,276.183162334617,2213.6114792658364,1719.575906768505,2337.8448943661074,151.1591736393411,2690.682026572296,2163.614070398073,730.0807072638212,730.9918708512319,702.7579626339115,1136.9021719009622,1148.9797574489105,1059.7875068719118,919.5081358433465
2020-02-26,1151.5622601074779,2516.0615031961233,2131.9827527693146,2018.1926445961165,643.6187116656773,533.4531931326953,278.17198132508594,2267.9445289009936,1706.2918241685566,2377.444315638007,151.16335174112228,2806.76593075215,2104.3501057324765,716.3101645882546,727.8292873297554,701.4303909821373,1126.3584963595292,1146.4960210533843,1043.3663082702833,917.4987223294276
2020-02-27,1160.3627884367888,2582.8247568552656,2122.641236942476,1935.3332502846415,639.9157357770947,525.0809137452835,281.45323740817156,2323.80562302408,1712.1142719035547,2458.551575620106,154.91572731881786,2821.9981345464535,2109.639410897161,723.455095748466,723.986679734653,692.8686399617204,1120.5801294629641,1131.0216138447965,1036.1466159589315,907.6939276964981
2020-02-28,1195.2408349264151,2664.7783647739493,2122.033852168332,1923.9032570875252,651.2153528051556,527.3156616641769,280.40009754247694,2337.4720490539858,1648.1827753920388,2459.670403350534,156.3500990494859,2783.4391330883595,2136.686072868608,715.0902172728312,731.9521685946322,679.8635086084182,1111.9055919485445,1112.0959192041164,1021.6656631767238,880.7775198263713
2020-03-02,1183.4493007757405,2667.8164332366055,2117.386734504251,1988.0992204476458,658.7508200310882,519.2775351838075,283.5809731117506,2296.5587976320176,1646.9586348900284,2420.659923278502,156.4235382452919,2769.1279662817833,2150.1330849715628,717.792564383373,747.5707484812053,647.7738313737125,1128.88679352347,1065.892662231008,1007.0439614001145,874.7645693600087
2020-03-03,1164.9048016456163,2628.9507299411503,2132.583641159388,2003.4333458942613,655.6902637130844,521.6491739342888,281.80644943107256,2278.7168918842794,1655.3081281177024,2427.825980696563,156.02393884661845,2707.6293830497953,2112.8297824287783,724.0439665706939,730.7772101620285,645.7513575866556,1150.1857967623903,1069.4007953723253,1008.0437861984583,891.4869209612868
2020-03-04,1153.7972702598165,2654.450087324769,2194.7001206486107,1969.8360249241443,670.2087190024139,529.0226162421272,281.9599303661493,2292.9081365514794,1653.283285556729,2402.3078802618384,157.60824574071162,2776.995438397462,2153.4977955567406,715.9084244291918,758.0169964540981,665.6970437520243,1163.5909552475896,1043.260576379092,1006.4866768913679,914.4241805829942
2020-03-05,1175.4979381868407,2619.798079920035,2243.280542063679,1969.591627804296,668.8142275817402,539.4708434459797,280.552139682396,2285.4059782544787,1635.4912765374281,2373.8775221391093,156.38353113838423,2810.2950414902057,2218.4233434137063,699.0289412874683,782.7388128076534,675.75013545999,1161.659779020792,1040.2717975027508,997.7411050003745,959.4931176530032
2020-03-06,1183.814612187566,2726.6013398641094,2185.5286666637676,1971.2861412249572,657.7565591097703,526.5108186201975,278.126942962068,2329.4666482128637,1605.347061921055,2395.6309793050727,153.795156664354,2874.898899215843,2261.1497155887255,733.2965369206013,769.4271876116818,679.165499880832,1165.497438987031,1030.1373677392016,992.5832625717852,992.4354026984788
2020-03-09,1171.863762090162,2735.4101888674213,2213.812466926802,1990.9055773092389,648.1010782818091,549.9052322820235,274.43279528035987,2259.360227558666,1642.4474871939706,2319.9899145386,155.74807562408,2946.0804718845125,2307.0329352995254,725.9229194107642,770.9322148032732,669.534865253544,1187.0060314857822,1026.3978030629507,978.7900565453054,969.1739489346692
2020-03-10,1184.4792840737387,2716.791808088415,2273.7595561703033,1937.475311320942,635.738668993534,558.6210030429384,277.13700172853913,2192.9683159311708,1644.2806929668682,2254.151898746018,155.3758755967711,2923.147546261762,2282.3834050841388,735.3369369461199,797.696029311043,683.2247003687843,1209.661503684426,1023.8384724632855,987.1435527668917,961.74159425076
2020-03-11,1187.3712506388035,2728.1849628342407,2292.486627354892,1961.4057382441215,632.592906700508,558.8811622996202,284.5399180918998,2201.997692424101,1695.7714210203385,2256.1486661878594,155.55787558877842,2869.3760804114213,2332.6384805190023,764.2277891317839,817.7647625468269,681.9360113428121,1145.1798771252945,1028.315272752435,1028.2125298541098,961.7841871923874
2020-03-12,1210.967760540804,2656.044861592986,2343.654031377465,1856.2982558195424,648.518107699852,571.3390323191267,291.3466932328681,2181.451097971778,1678.763432112194,2256.270112914716,159.02488678700206,2867.843081159008,2340.6048439785377,776.6832920462741,812.666113247972,703.7570678299284,1139.5175999994283,1013.8621102965855,1010.7361808613414,960.6192773734882
2020-03-13,1194.5699711636064,2605.759874535026,2439.1471732389205,1833.84133302904,638.3999906872983,598.6536975851783,284.1704434703096,2155.184305740482,1665.004465194056,2272.9012864577785,158.74221493733828,2819.2181667322707,2365.722133360979,772.404655495661,826.308173743955,690.3000044498123,1134.9764220034301,1039.5674988504186,1019.2054066349187,962.4354881545407
2020-03-16,1187.338948928934,2669.622562355401,2490.306311737631,1816.8499186130634,641.1256491642167,581.7271222682145,291.63959674887604,2080.052136036879,1692.9963286074365,2359.281781058651,158.86931641760108,2829.928764213247,2384.195198403766,771.7540376195655,876.2535167664057,680.2910750821022,1150.7356278274026,1001.677341387049,1020.6312537385983,1009.2597344000942
2020-03-17,1178.6213127552705,2635.8841778720944,2503.96856027944,1840.7715394204301,633.0258043285069,579.397158053928,289.9296642049689,2081.9052896293592,1638.8890137298638,2365.3929831727523,157.04343291632273,2895.4187991343574,2379.5943165337876,759.2885549666821,878.5345796031932,669.1034169948848,1149.774284464538,997.638756273977,1034.7900579320635,987.9229431530213
2020-03-18,1144.7120252235593,2582.0113980631936,2557.5579181959524,1842.5250897805483,630.0466704261745,552.1257257458332,293.55803546423135,2080.7496195061385,1599.9338228463616,2394.8739238069643,158.47485219131408,2887.1298146929134,2339.854973651934,773.0574393630461,867.8577795806838,649.6041593824165,1166.8871427513654,1014.8227042774002,1049.7281415201971,974.3186290221948
2020-03-19,1152.0638300775381,2611.015274238774,2566.2478776507946,1791.650648485463,611.3337650050354,554.5291459542929,288.38427863029654,2108.9845171769184,1635.8518562724548,2349.345792982501,159.6628681524972,2897.2344855228635,2337.1811435240375,782.1991637538906,871.2844266703075,637.7547989615525,1142.2970786206247,1025.0069078608058,1054.565555368877,1006.8379928678166
2020-03-20,1158.6549087271667,2674.238615046963,2568.757824271608,1757.25120235723,608.9429825683817,558.8588456654973,289.34736627046266,2112.94544879332,1598.3275763296224,2386.6034882600998,162.61910640861595,2893.245247652875,2384.474547006482,774.5425944386127,876.0164089070375,639.3902096609648,1148.809417425794,1005.5351473153305,1054.252969987243,994.9375434819391
2020-03-23,1159.352730814317,2714.028788470414,2551.9882418327425,1765.1124416716393,606.8883434253064,558.7005531957268,291.30753948778204,2108.3982178455226,1540.977952107618,2362.671064507002,160.81686768242986,2941.1416249590075,2364.613027862229,758.7856901568603,867.2643613027176,630.6024175137954,1170.0671167805842,989.783529871815,1045.619688206418,1003.266775561821
2020-03-24,1154.4930225058768,2769.451844743976,2633.0604861309344,1763.2037429153745,613.7496767035889,551.6661381082861,282.8036618766082,2159.084137854681,1599.3356250783575,2367.227278730102,159.42478229584395,2903.3313438463656,2408.043745887526,739.1144179321052,875.3581071308323,582.2809266133588,1136.149612080299,970.3482877723716,1030.1453459323668,1024.5291562151808
2020-03-25,1122.3895560980063,2728.9184195837106,2591.277572753825,1743.6630688323867,616.797323308432,529.3290160144905,286.3854673483754,2103.4891331970352,1555.551648508734,2363.2575036791477,162.03022133513514,2777.242783988237,2444.74573613363,754.0669096151436,853.8347834398782,595.082644097821,1193.8351879126135,982.4626520242795,1028.6651164672685,1035.010069335528
2020-03-26,1113.508192534189,2652.682772440854,2671.989013903606,1727.7666579464276,602.3224208711998,533.5481248642702,294.2377846068559,2127.106655623832,1562.0575690048247,2413.2628146663433,162.9285590209724,2804.785748218332,2431.3515904669944,756.2593309369956,842.8965815274129,575.3366864324977,1222.8665361354936,968.4149347780308,1002.7512146278457,1039.4971615944673
2020-03-27,1106.432638193397,2733.6603521116353,2700.0376373521344,1752.686858351824,615.6843203027676,549.3457857218187,293.3571430066893,2057.0760438163825,1564.9968987533491,2351.243091938518,160.05704703129763,2861.6014192221246,2500.1004930777517,759.8891418346402,856.1004684138146,582.4044477552936,1223.5110675695314,973.8404424203286,991.3427939270733,1059.5305747940424
2020-03-30,1089.2325394015443,2717.3852406503206,2625.824069407921,1735.4161423983155,618.5817681504526,543.1269886558601,301.48412231556176,2023.6130990503202,1477.8069052216129,2245.0497321467724,164.31953927217955,2888.5791233778405,2483.5724951651696,747.7620919039467,826.4816034878,583.0592402963396,1203.851493349897,979.4751107618598,1013.7838926150957,1041.1356712613556
2020-03-31,1086.2636027655021,2705.111734534991,2646.4446286953785,1733.2263511316746,621.3455112874325,548.1787206317572,300.4910728490701,1975.5459284351784,1470.64494981981,2236.5889166242737,158.8199267442936,2853.036284072354,2559.7956627757044,726.2489301092023,841.8238722825452,608.041845631811,1200.237888704164,1026.360497409791,1016.2881866205298,1031.3206118966423
2020-04-01,1095.584849355362,2778.3225615793885,2536.615773583875,1809.3127898021596,621.542075761898,531.2603431221416,305.7471697296981,2007.4289692430423,1484.5694059102948,2258.6654474083066,161.39053764886606,2789.6981882346713,2583.3010878959417,740.5939961491152,808.3701053339124,620.4697038962561,1202.849662991883,1033.3038520349821,1034.9404167854536,1042.8845539124052
2020-04-02,1137.4621757087186,2810.6194505510853,2569.6175515106024,1758.6997021263937,615.4166860300253,536.3839566756469,292.3336135558257,2005.8065557715768,1495.8316279738478,2266.673291688707,157.38736790309918,2818.6830146986704,2583.7730095518614,741.5869703152706,780.7832697427106,614.5181014692992,1214.0521039824694,1017.0573392610642,1065.8777641255356,1000.2422714154719
2020-04-03,1142.0024199728566,2837.65130106598,2616.396487403123,1694.4423467693514,618.4051782557952,532.432069586976,306.6215813349084,2006.2677611188872,1523.6098400950716,2323.666717031587,163.40204740768166,2828.0680426375066,2539.187351169451,755.4136318587709,773.3817762868763,606.1967451710466,1251.096739267482,987.8647371215228,1062.6368677945015,1029.0809329734338
2020-04-06,1148.4558845722502,2961.9405611329025,2586.7079248136174,1721.8445181532475,624.5965078748594,524.5795702751741,315.94568756511035,1962.862840730479,1512.5639334082932,2345.1547169087103,158.435933275351,2822.367074453227,2535.974759645632,749.9605557795857,778.2055725412619,624.7188161232114,1239.809382783312,982.908566101486,1067.574427729607,1035.8397796104318
2020-04-07,1147.320155513656,2925.3002764456405,2594.3929148604393,1699.3350837148844,603.0867071600754,516.8644354170711,314.305136396093,1952.0791276153388,1534.8743858050334,2319.8810627655193,162.1663093899205,2926.6514686637265,2526.908167360264,746.7834552338265,799.2212257483294,606.5910866406398,1254.3823462028422,981.0590104920724,1061.6633557892185,1039.5280270417215
2020-04-08,1103.8649178087724,2981.047146247331,2697.0871553307416,1689.3689073397875,596.8898605268182,513.0539910723575,302.0655347542006,1923.2482735141818,1514.4811523981969,2213.1470397256635,161.98262568696686,2872.6957166747234,2464.579633186936,757.8104325004183,800.541903069272,609.2101035388965,1222.5855308702776,938.173006180577,1044.9399122951095,1006.1485143600358
2020-04-09,1103.8314955288058,2985.936846085917,2671.1548401100927,1663.8203658537602,594.144800224963,517.2346968465955,303.95663638350925,1938.9594815567134,1472.5158666098173,2203.7494758735297,160.87595206288896,2976.1148894836992,2455.085312229583,769.2889580162847,796.9946441364572,607.917110370818,1213.0835786578791,925.2477186129352,1025.5464908647205,980.7611914155557
2020-04-10,1105.7130913308745,3003.469806149599,2615.9202950022373,1656.007060731474,597.4859212919501,503.9193874833464,295.33079965216587,1901.495250218731,1435.0336120683141,2250.1586328603685,161.55290731129094,2979.49479797907,2416.844747258102,781.9447710318066,806.6316044682417,604.0480089281858,1222.8299008862896,931.2128377097406,1043.353062227905,973.4332642216935
2020-04-13,1160.7387288943899,3096.7857164203347,2694.746522447018,1709.7788722714379,612.04439476788,500.1690648842097,298.1060440714909,1953.0179512279421,1393.7875759191097,2233.640318123555,163.6753905033853,2871.603091634845,2446.378192207588,777.7191218920086,792.9850300128048,608.6208213013367,1240.3472447040667,921.7637154410068,1048.2281769981985,989.6395623498701
2020-04-14,1156.8534818238584,3129.7872796058496,2801.86739584188,1738.063007535432,602.9036241695128,500.0042914082334,300.7089016618367,1888.5456862667072,1422.6274372844493,2236.022283938028,160.79666609082773,2862.746915257222,2511.5145026782525,787.6668842134945,795.5926052141823,611.2325332717586,1222.282021785367,940.0814424902621,1087.4655185244335,949.0323549014262
2020-04-15,1164.408830423038,3165.0472176630774,2803.475425188925,1768.9040148439608,597.2006159387051,489.26380698009945,295.1974898532362,1859.0269681003529,1380.2452744076738,2255.983713443909,158.2535454949746,2919.1141773845798,2451.141929638016,805.5327360606993,776.9049900531672,617.1297138331341,1212.117727488507,911.2518437221701,1109.1507122090356,964.4705451469396
2020-04-16,1164.1826610149615,3234.5204685494214,2861.5893981666054,1719.6850723529378,591.3775025153202,507.0893040123932,301.9632216297472,1922.3157011631758,1388.5002133410849,2211.302044086803,160.38871772922005,2899.2609880375403,2536.3096859917027,804.2475567240815,778.5767422420254,619.1535987815051,1248.1311181520869,924.0436840010009,1093.4847794027248,958.0079882708577
2020-04-17,1137.553658191356,3212.528787308507,2939.795258021269,1680.9524769544487,582.1930835779149,498.6868800851588,306.97928189101765,1906.5473780659192,1381.8097474437127,2239.9709513525604,154.9921411468871,2815.195260719411,2531.0569361615935,796.390245263013,776.9442797410563,624.6353544821067,1277.7594698033008,941.3951867136086,1112.4095494637877,954.2061628319187
